_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",26,34
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",47,72
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",58,26
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",86,45
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",40,81
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",74,72
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",38,28
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",73,80
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",58,55
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",39,77
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",92,72
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",67,54
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",55,62
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",39,52
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",56,88
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",69,75
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",59,78
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",81,52
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",41,84
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",77,80
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",75,63
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",50,78
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",66,58
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",52,73
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",88,89
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",84,35
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",40,99
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",76,34
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",30,57
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",92,34
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",80,92
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",62,91
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",92,73
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",82,92
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",84,81
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",34,40
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",62,40
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",62,83
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",71,31
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",73,62
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",96,99
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",92,35
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",89,82
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",83,29
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",39,53
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",45,98
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",91,71
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",67,87
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",47,85
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",77,60
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",60,58
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",78,51
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",67,71
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",25,64
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",95,77
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",31,58
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",92,42
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",72,56
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",59,53
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",55,38
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",25,74
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",86,64
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",57,61
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",76,50
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",29,56
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",48,99
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",74,65
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",68,53
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",91,68
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",44,91
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",26,89
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",78,42
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",34,38
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",62,75
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",63,43
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",98,32
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",72,55
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",82,89
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",97,45
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",87,56
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",70,25
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",94,90
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",41,74
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",71,28
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",41,31
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",63,63
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",41,61
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",59,75
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",34,44
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",38,73
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",36,41
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",99,63
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",58,74
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",36,28
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",59,40
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",95,54
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",94,98
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",94,26
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",53,37
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",77,84
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",62,27
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",96,43
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",82,31
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",69,54
*,*,Female,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",36,54
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",77,42
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",64,72
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",47,95
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",84,59
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",32,25
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",96,70
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",30,39
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",54,93
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",87,63
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",29,88
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",55,44
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",36,69
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",32,78
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",71,98
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",56,46
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",46,85
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",55,57
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",88,50
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",34,99
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",73,90
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",57,40
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",77,38
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",48,63
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",42,31
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",69,87
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",58,36
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",73,50
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",71,69
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",66,56
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",39,56
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",67,81
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",54,27
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",33,61
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",61,57
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",75,60
*,*,Male,America,*,English,"{African-American, Indian, OtherE, White}","[0, 20[",66,60
