_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,Male,America,*,English,African-American,*,25,42
*,*,Male,America,*,English,African-American,*,91,96
*,*,Male,America,*,English,African-American,*,44,31
*,*,Male,America,*,English,African-American,*,99,61
*,*,Male,America,*,English,African-American,*,96,59
*,*,Male,America,*,English,African-American,*,53,93
*,*,Male,America,*,English,African-American,*,41,38
*,*,Male,America,*,English,African-American,*,88,48
*,*,Male,America,*,English,African-American,*,100,30
*,*,Male,America,*,English,African-American,*,52,86
*,*,Male,America,*,English,African-American,*,53,57
*,*,Male,America,*,English,African-American,*,65,41
*,*,Male,America,*,English,African-American,*,70,70
*,*,Male,America,*,English,African-American,*,50,56
*,*,Male,America,*,English,African-American,*,84,95
*,*,Male,America,*,English,African-American,*,26,99
*,*,Male,America,*,English,African-American,*,69,27
*,*,Male,America,*,English,African-American,*,43,55
*,*,Male,America,*,English,African-American,*,98,64
*,*,Male,America,*,English,African-American,*,69,71
*,*,Male,America,*,English,African-American,*,54,33
*,*,Male,America,*,English,African-American,*,94,43
*,*,Male,America,*,English,African-American,*,97,73
*,*,Male,America,*,English,African-American,*,52,26
*,*,Female,India,*,English,African-American,*,76,80
*,*,Female,India,*,English,African-American,*,28,65
*,*,Female,India,*,English,African-American,*,34,52
*,*,Female,India,*,English,African-American,*,66,76
*,*,Female,India,*,English,African-American,*,38,42
*,*,Female,India,*,English,African-American,*,73,37
*,*,Female,India,*,English,African-American,*,25,52
*,*,Female,India,*,English,African-American,*,77,89
*,*,Female,India,*,English,African-American,*,33,38
*,*,Female,India,*,English,African-American,*,25,30
*,*,Female,India,*,English,African-American,*,36,62
*,*,Female,India,*,English,African-American,*,67,74
*,*,Female,India,*,English,African-American,*,99,62
*,*,Female,India,*,English,African-American,*,35,30
*,*,Female,India,*,English,African-American,*,81,88
*,*,Female,India,*,English,African-American,*,63,91
*,*,Female,India,*,English,African-American,*,84,40
*,*,Female,India,*,English,African-American,*,49,95
*,*,Female,India,*,English,African-American,*,87,45
*,*,Female,India,*,English,African-American,*,62,98
*,*,Female,India,*,English,African-American,*,97,65
*,*,Female,India,*,English,African-American,*,77,32
*,*,Female,India,*,English,African-American,*,82,81
*,*,Female,India,*,English,African-American,*,25,36
*,*,Female,India,*,English,African-American,*,80,90
*,*,Female,India,*,English,African-American,*,39,64
*,*,Female,India,*,English,African-American,*,56,30
*,*,Female,India,*,English,African-American,*,78,34
*,*,Female,India,*,English,African-American,*,64,28
*,*,Female,India,*,English,African-American,*,100,84
*,*,Female,India,*,English,African-American,*,65,91
*,*,Female,India,*,English,African-American,*,54,88
*,*,Female,India,*,English,African-American,*,90,41
*,*,Female,India,*,English,African-American,*,49,88
*,*,Female,India,*,English,African-American,*,87,29
*,*,Female,India,*,English,African-American,*,99,44
*,*,Female,India,*,English,African-American,*,46,56
*,*,Female,India,*,English,African-American,*,90,41
*,*,Female,India,*,English,African-American,*,54,25
*,*,Female,India,*,English,African-American,*,95,63
*,*,Female,India,*,English,African-American,*,100,26
*,*,Female,India,*,English,African-American,*,71,71
*,*,Female,India,*,English,African-American,*,53,34
*,*,Female,India,*,English,African-American,*,80,41
*,*,Female,India,*,English,African-American,*,62,93
*,*,Female,India,*,English,African-American,*,62,75
*,*,Female,India,*,English,African-American,*,75,40
*,*,Female,India,*,English,African-American,*,60,73
*,*,Female,India,*,English,African-American,*,88,97
*,*,Female,India,*,English,African-American,*,70,68
*,*,Female,India,*,English,African-American,*,25,93
*,*,Female,India,*,English,African-American,*,74,79
*,*,Female,India,*,English,African-American,*,69,44
*,*,Female,India,*,English,African-American,*,38,41
*,*,Female,India,*,English,African-American,*,73,94
*,*,Female,India,*,English,African-American,*,67,72
*,*,Female,India,*,English,African-American,*,42,45
*,*,Female,India,*,English,African-American,*,45,68
*,*,Female,India,*,English,African-American,*,69,96
*,*,Female,India,*,English,African-American,*,53,80
*,*,Female,India,*,English,African-American,*,75,86
*,*,Female,India,*,English,African-American,*,37,71
*,*,Female,India,*,English,African-American,*,86,47
*,*,Female,India,*,English,African-American,*,41,96
*,*,Female,India,*,English,African-American,*,80,58
*,*,Female,India,*,English,African-American,*,61,93
*,*,Female,India,*,English,African-American,*,45,79
*,*,Female,India,*,English,African-American,*,99,77
*,*,Female,India,*,English,African-American,*,61,49
*,*,Female,India,*,English,African-American,*,90,57
*,*,Female,India,*,English,African-American,*,54,64
*,*,Female,India,*,English,African-American,*,85,89
*,*,Female,India,*,English,African-American,*,95,51
*,*,Female,India,*,English,African-American,*,77,65
*,*,Female,India,*,English,African-American,*,90,95
*,*,Female,India,*,English,African-American,*,25,88
*,*,Female,India,*,English,African-American,*,59,25
*,*,Female,India,*,English,African-American,*,83,92
*,*,Female,India,*,English,African-American,*,56,26
*,*,Female,India,*,English,African-American,*,32,63
*,*,Female,India,*,English,African-American,*,72,88
*,*,Female,India,*,English,African-American,*,89,94
*,*,Female,India,*,English,African-American,*,25,98
*,*,Female,India,*,English,African-American,*,49,60
*,*,Female,India,*,English,African-American,*,83,92
*,*,Female,India,*,English,African-American,*,69,55
*,*,Female,India,*,English,African-American,*,50,54
*,*,Female,India,*,English,African-American,*,28,83
*,*,Female,India,*,English,African-American,*,53,27
*,*,Female,India,*,English,African-American,*,89,70
*,*,Female,India,*,English,African-American,*,94,58
*,*,Female,India,*,English,African-American,*,54,26
*,*,Female,India,*,English,African-American,*,60,75
*,*,Female,India,*,English,African-American,*,28,57
*,*,Female,India,*,English,African-American,*,73,53
*,*,Female,India,*,English,African-American,*,52,79
*,*,Female,India,*,English,African-American,*,74,85
*,*,Female,India,*,English,African-American,*,76,85
*,*,Female,India,*,English,African-American,*,96,72
*,*,Female,India,*,English,African-American,*,63,26
*,*,Female,India,*,English,African-American,*,65,54
*,*,Male,India,*,English,African-American,*,86,78
*,*,Male,India,*,English,African-American,*,58,65
*,*,Male,India,*,English,African-American,*,98,59
*,*,Male,India,*,English,African-American,*,80,82
*,*,Male,India,*,English,African-American,*,26,68
*,*,Male,India,*,English,African-American,*,26,47
*,*,Male,India,*,English,African-American,*,44,61
*,*,Male,India,*,English,African-American,*,41,50
*,*,Male,India,*,English,African-American,*,71,39
*,*,Male,India,*,English,African-American,*,32,76
*,*,Male,India,*,English,African-American,*,89,58
*,*,Male,India,*,English,African-American,*,38,34
*,*,Male,India,*,English,African-American,*,67,76
*,*,Male,India,*,English,African-American,*,87,60
*,*,Male,India,*,English,African-American,*,68,91
*,*,Male,India,*,English,African-American,*,30,100
*,*,Male,India,*,English,African-American,*,65,40
*,*,Male,India,*,English,African-American,*,53,27
*,*,Male,India,*,English,African-American,*,40,57
*,*,Male,India,*,English,African-American,*,68,43
*,*,Male,India,*,English,African-American,*,31,26
*,*,Male,India,*,English,African-American,*,52,98
*,*,Male,India,*,English,African-American,*,70,32
*,*,Male,India,*,English,African-American,*,86,49
*,*,Male,India,*,English,African-American,*,65,100
*,*,Male,India,*,English,African-American,*,28,74
*,*,Male,India,*,English,African-American,*,49,27
*,*,Male,India,*,English,African-American,*,60,43
*,*,Male,India,*,English,African-American,*,66,67
*,*,Male,India,*,English,African-American,*,58,98
*,*,Male,India,*,English,African-American,*,44,52
*,*,Male,India,*,English,African-American,*,66,97
*,*,Male,India,*,English,African-American,*,91,86
*,*,Male,India,*,English,African-American,*,77,67
*,*,Male,India,*,English,African-American,*,89,34
*,*,Male,India,*,English,African-American,*,64,51
*,*,Male,India,*,English,African-American,*,83,83
*,*,Male,India,*,English,African-American,*,75,55
*,*,Male,India,*,English,African-American,*,33,30
*,*,Male,India,*,English,African-American,*,60,53
*,*,Male,India,*,English,African-American,*,95,69
*,*,Male,India,*,English,African-American,*,44,84
*,*,Male,India,*,English,African-American,*,78,55
*,*,Male,India,*,English,African-American,*,44,36
*,*,Male,India,*,English,African-American,*,62,76
*,*,Male,India,*,English,African-American,*,82,68
*,*,Male,India,*,English,African-American,*,89,41
*,*,Male,India,*,English,African-American,*,35,29
*,*,Male,India,*,English,African-American,*,100,95
*,*,Male,India,*,English,African-American,*,56,35
*,*,Male,India,*,English,African-American,*,30,46
*,*,Male,India,*,English,African-American,*,72,84
*,*,Male,India,*,English,African-American,*,60,94
*,*,Male,India,*,English,African-American,*,69,44
*,*,Male,India,*,English,African-American,*,87,50
*,*,Male,India,*,English,African-American,*,30,75
*,*,Male,India,*,English,African-American,*,95,44
*,*,Male,India,*,English,African-American,*,53,95
*,*,Male,India,*,English,African-American,*,76,42
*,*,Male,India,*,English,African-American,*,86,85
*,*,Male,India,*,English,African-American,*,99,100
*,*,Male,India,*,English,African-American,*,29,67
*,*,Male,India,*,English,African-American,*,62,90
*,*,Male,India,*,English,African-American,*,25,88
*,*,Male,India,*,English,African-American,*,43,86
*,*,Male,India,*,English,African-American,*,64,65
*,*,Male,India,*,English,African-American,*,56,51
*,*,Male,India,*,English,African-American,*,35,99
*,*,Male,India,*,English,African-American,*,63,25
*,*,Male,India,*,English,African-American,*,57,68
*,*,Male,India,*,English,African-American,*,63,56
*,*,Male,India,*,English,African-American,*,49,36
*,*,Male,India,*,English,African-American,*,76,67
*,*,Male,India,*,English,African-American,*,91,45
*,*,Male,India,*,English,African-American,*,88,79
*,*,Male,India,*,English,African-American,*,85,49
*,*,Male,India,*,English,African-American,*,39,49
*,*,Male,India,*,English,African-American,*,71,42
*,*,Male,India,*,English,African-American,*,64,83
*,*,Male,India,*,English,African-American,*,55,56
*,*,Male,India,*,English,African-American,*,43,72
*,*,Male,India,*,English,African-American,*,47,93
*,*,Male,India,*,English,African-American,*,40,43
*,*,Male,India,*,English,African-American,*,81,93
*,*,Male,India,*,English,African-American,*,31,56
*,*,Male,India,*,English,African-American,*,27,94
*,*,Male,India,*,English,African-American,*,50,87
*,*,Male,India,*,English,African-American,*,26,93
*,*,Male,India,*,English,African-American,*,60,41
*,*,Male,India,*,English,African-American,*,98,26
*,*,Male,India,*,English,African-American,*,97,75
*,*,Male,India,*,English,African-American,*,40,78
*,*,Male,India,*,English,African-American,*,66,51
*,*,Male,India,*,English,African-American,*,40,39
*,*,Male,India,*,English,African-American,*,94,53
*,*,Male,India,*,English,African-American,*,29,75
*,*,Male,India,*,English,African-American,*,92,88
*,*,Male,India,*,English,African-American,*,68,74
*,*,Female,OtherC,*,English,African-American,*,81,100
*,*,Female,OtherC,*,English,African-American,*,28,89
*,*,Female,OtherC,*,English,African-American,*,100,44
*,*,Female,OtherC,*,English,African-American,*,29,40
*,*,Female,OtherC,*,English,African-American,*,42,85
*,*,Female,OtherC,*,English,African-American,*,93,74
*,*,Female,OtherC,*,English,African-American,*,36,78
*,*,Female,OtherC,*,English,African-American,*,78,84
*,*,Female,OtherC,*,English,African-American,*,56,56
*,*,Female,OtherC,*,English,African-American,*,30,42
*,*,Female,OtherC,*,English,African-American,*,52,65
*,*,Female,OtherC,*,English,African-American,*,37,61
*,*,Female,OtherC,*,English,African-American,*,63,68
*,*,Female,OtherC,*,English,African-American,*,39,47
*,*,Female,OtherC,*,English,African-American,*,53,89
*,*,Female,OtherC,*,English,African-American,*,51,85
*,*,Female,OtherC,*,English,African-American,*,99,82
*,*,Female,OtherC,*,English,African-American,*,83,43
*,*,Female,OtherC,*,English,African-American,*,35,89
*,*,Female,OtherC,*,English,African-American,*,55,66
*,*,Female,OtherC,*,English,African-American,*,66,91
*,*,Female,OtherC,*,English,African-American,*,93,37
*,*,Female,OtherC,*,English,African-American,*,78,99
*,*,Female,OtherC,*,English,African-American,*,55,90
*,*,Female,OtherC,*,English,African-American,*,91,46
*,*,Female,OtherC,*,English,African-American,*,37,40
*,*,Female,OtherC,*,English,African-American,*,42,25
*,*,Female,OtherC,*,English,African-American,*,73,80
*,*,Female,OtherC,*,English,African-American,*,79,29
*,*,Female,OtherC,*,English,African-American,*,80,29
*,*,Female,OtherC,*,English,African-American,*,74,25
*,*,Female,OtherC,*,English,African-American,*,43,67
*,*,Female,OtherC,*,English,African-American,*,44,57
*,*,Female,OtherC,*,English,African-American,*,36,36
*,*,Female,OtherC,*,English,African-American,*,40,79
*,*,Female,OtherC,*,English,African-American,*,58,79
*,*,Female,OtherC,*,English,African-American,*,25,70
*,*,Female,OtherC,*,English,African-American,*,92,94
*,*,Female,OtherC,*,English,African-American,*,84,80
*,*,Female,OtherC,*,English,African-American,*,93,44
*,*,Female,OtherC,*,English,African-American,*,60,98
*,*,Female,OtherC,*,English,African-American,*,48,70
*,*,Female,OtherC,*,English,African-American,*,73,83
*,*,Female,OtherC,*,English,African-American,*,73,59
*,*,Female,OtherC,*,English,African-American,*,43,56
*,*,Female,OtherC,*,English,African-American,*,69,73
*,*,Female,OtherC,*,English,African-American,*,56,32
*,*,Female,OtherC,*,English,African-American,*,56,54
*,*,Female,OtherC,*,English,African-American,*,59,53
*,*,Female,OtherC,*,English,African-American,*,87,37
*,*,Female,OtherC,*,English,African-American,*,34,87
*,*,Female,OtherC,*,English,African-American,*,89,44
*,*,Female,OtherC,*,English,African-American,*,32,86
*,*,Female,OtherC,*,English,African-American,*,75,53
*,*,Female,OtherC,*,English,African-American,*,69,93
*,*,Female,OtherC,*,English,African-American,*,80,87
*,*,Female,OtherC,*,English,African-American,*,90,80
*,*,Female,OtherC,*,English,African-American,*,39,70
*,*,Female,OtherC,*,English,African-American,*,42,67
*,*,Female,OtherC,*,English,African-American,*,83,53
*,*,Female,OtherC,*,English,African-American,*,66,40
*,*,Female,OtherC,*,English,African-American,*,43,29
*,*,Female,OtherC,*,English,African-American,*,100,86
*,*,Female,OtherC,*,English,African-American,*,93,36
*,*,Female,OtherC,*,English,African-American,*,45,91
*,*,Female,OtherC,*,English,African-American,*,76,73
*,*,Female,OtherC,*,English,African-American,*,70,54
*,*,Female,OtherC,*,English,African-American,*,65,36
*,*,Female,OtherC,*,English,African-American,*,78,43
*,*,Female,OtherC,*,English,African-American,*,38,70
*,*,Female,OtherC,*,English,African-American,*,61,85
*,*,Female,OtherC,*,English,African-American,*,67,62
*,*,Female,OtherC,*,English,African-American,*,55,67
*,*,Female,OtherC,*,English,African-American,*,69,98
*,*,Female,OtherC,*,English,African-American,*,87,72
*,*,Female,OtherC,*,English,African-American,*,99,50
*,*,Female,OtherC,*,English,African-American,*,59,58
*,*,Female,OtherC,*,English,African-American,*,72,66
*,*,Female,OtherC,*,English,African-American,*,70,59
*,*,Female,OtherC,*,English,African-American,*,46,71
*,*,Female,OtherC,*,English,African-American,*,42,95
*,*,Female,OtherC,*,English,African-American,*,77,69
*,*,Female,OtherC,*,English,African-American,*,59,63
*,*,Female,OtherC,*,English,African-American,*,35,61
*,*,Female,OtherC,*,English,African-American,*,41,53
*,*,Female,OtherC,*,English,African-American,*,92,67
*,*,Female,OtherC,*,English,African-American,*,27,58
*,*,Female,OtherC,*,English,African-American,*,38,59
*,*,Female,OtherC,*,English,African-American,*,100,80
*,*,Female,OtherC,*,English,African-American,*,86,54
*,*,Male,OtherC,*,English,African-American,*,45,59
*,*,Male,OtherC,*,English,African-American,*,80,62
*,*,Male,OtherC,*,English,African-American,*,29,30
*,*,Male,OtherC,*,English,African-American,*,37,73
*,*,Male,OtherC,*,English,African-American,*,44,26
*,*,Male,OtherC,*,English,African-American,*,83,73
*,*,Male,OtherC,*,English,African-American,*,37,28
*,*,Male,OtherC,*,English,African-American,*,66,60
*,*,Male,OtherC,*,English,African-American,*,30,83
*,*,Male,OtherC,*,English,African-American,*,60,87
*,*,Male,OtherC,*,English,African-American,*,99,46
*,*,Male,OtherC,*,English,African-American,*,100,94
*,*,Male,OtherC,*,English,African-American,*,72,32
*,*,Male,OtherC,*,English,African-American,*,45,38
*,*,Male,OtherC,*,English,African-American,*,66,92
*,*,Male,OtherC,*,English,African-American,*,41,86
*,*,Male,OtherC,*,English,African-American,*,64,30
*,*,Male,OtherC,*,English,African-American,*,34,81
*,*,Male,OtherC,*,English,African-American,*,50,49
*,*,Male,OtherC,*,English,African-American,*,79,91
*,*,Male,OtherC,*,English,African-American,*,61,77
*,*,Male,OtherC,*,English,African-American,*,34,36
*,*,Male,OtherC,*,English,African-American,*,54,67
*,*,Male,OtherC,*,English,African-American,*,64,52
*,*,Male,OtherC,*,English,African-American,*,71,37
*,*,Male,OtherC,*,English,African-American,*,55,87
*,*,Male,OtherC,*,English,African-American,*,94,93
*,*,Male,OtherC,*,English,African-American,*,75,79
*,*,Male,OtherC,*,English,African-American,*,83,64
*,*,Male,OtherC,*,English,African-American,*,40,60
*,*,Male,OtherC,*,English,African-American,*,76,91
*,*,Male,OtherC,*,English,African-American,*,94,75
*,*,Male,OtherC,*,English,African-American,*,66,76
*,*,Male,OtherC,*,English,African-American,*,70,59
*,*,Male,OtherC,*,English,African-American,*,86,31
*,*,Male,OtherC,*,English,African-American,*,85,43
*,*,Male,OtherC,*,English,African-American,*,82,64
*,*,Male,OtherC,*,English,African-American,*,51,45
*,*,Male,OtherC,*,English,African-American,*,47,30
*,*,Male,OtherC,*,English,African-American,*,55,95
*,*,Male,OtherC,*,English,African-American,*,48,70
*,*,Male,OtherC,*,English,African-American,*,49,83
*,*,Male,OtherC,*,English,African-American,*,78,28
*,*,Male,OtherC,*,English,African-American,*,25,73
*,*,Male,OtherC,*,English,African-American,*,72,83
*,*,Male,OtherC,*,English,African-American,*,34,27
*,*,Male,OtherC,*,English,African-American,*,66,99
*,*,Male,OtherC,*,English,African-American,*,86,54
*,*,Male,OtherC,*,English,African-American,*,76,27
*,*,Male,OtherC,*,English,African-American,*,56,48
*,*,Male,OtherC,*,English,African-American,*,39,78
*,*,Male,OtherC,*,English,African-American,*,78,72
*,*,Male,OtherC,*,English,African-American,*,59,39
*,*,Male,OtherC,*,English,African-American,*,50,80
*,*,Male,OtherC,*,English,African-American,*,70,29
*,*,Male,OtherC,*,English,African-American,*,86,26
*,*,Male,OtherC,*,English,African-American,*,47,91
*,*,Male,OtherC,*,English,African-American,*,52,92
*,*,Male,OtherC,*,English,African-American,*,91,44
*,*,Male,OtherC,*,English,African-American,*,83,43
*,*,Male,OtherC,*,English,African-American,*,38,100
*,*,Male,OtherC,*,English,African-American,*,40,41
*,*,Male,OtherC,*,English,African-American,*,44,78
*,*,Male,OtherC,*,English,African-American,*,54,66
*,*,Male,OtherC,*,English,African-American,*,64,90
*,*,Male,OtherC,*,English,African-American,*,26,60
*,*,Male,OtherC,*,English,African-American,*,56,74
