_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,Female,OtherC,*,Hindi,African-American,*,70,42
*,*,Female,OtherC,*,Hindi,African-American,*,96,46
*,*,Female,OtherC,*,Hindi,African-American,*,84,43
*,*,Female,OtherC,*,Hindi,African-American,*,32,89
*,*,Female,OtherC,*,Hindi,African-American,*,45,92
*,*,Female,OtherC,*,Hindi,African-American,*,83,51
*,*,Male,OtherC,*,Hindi,African-American,*,85,87
*,*,Male,OtherC,*,Hindi,African-American,*,50,39
*,*,Male,OtherC,*,Hindi,African-American,*,35,25
*,*,Male,OtherC,*,Hindi,African-American,*,47,38
*,*,Male,OtherC,*,Hindi,African-American,*,86,62
*,*,Male,OtherC,*,Hindi,African-American,*,40,77
*,*,Male,OtherC,*,Hindi,African-American,*,49,32
*,*,Female,America,*,OtherL,African-American,*,54,100
*,*,Female,America,*,OtherL,African-American,*,65,58
*,*,Female,America,*,OtherL,African-American,*,91,88
*,*,Female,America,*,OtherL,African-American,*,50,73
*,*,Female,America,*,OtherL,African-American,*,59,66
*,*,Female,America,*,OtherL,African-American,*,41,27
*,*,Female,America,*,OtherL,African-American,*,56,28
*,*,Female,America,*,OtherL,African-American,*,85,93
*,*,Female,America,*,OtherL,African-American,*,97,77
*,*,Male,America,*,OtherL,African-American,*,61,76
*,*,Male,America,*,OtherL,African-American,*,82,73
*,*,Male,America,*,OtherL,African-American,*,46,39
*,*,Male,America,*,OtherL,African-American,*,49,57
*,*,Male,America,*,OtherL,African-American,*,76,52
*,*,Male,America,*,OtherL,African-American,*,78,35
*,*,Male,America,*,OtherL,African-American,*,69,31
*,*,Female,India,*,OtherL,African-American,*,59,79
*,*,Female,India,*,OtherL,African-American,*,29,91
*,*,Female,India,*,OtherL,African-American,*,47,49
*,*,Female,India,*,OtherL,African-American,*,80,34
*,*,Female,India,*,OtherL,African-American,*,29,77
*,*,Female,India,*,OtherL,African-American,*,91,62
*,*,Female,India,*,OtherL,African-American,*,99,95
*,*,Female,India,*,OtherL,African-American,*,29,52
*,*,Female,India,*,OtherL,African-American,*,35,27
*,*,Male,India,*,OtherL,African-American,*,88,93
*,*,Male,India,*,OtherL,African-American,*,96,64
*,*,Male,India,*,OtherL,African-American,*,98,35
*,*,Male,India,*,OtherL,African-American,*,27,65
*,*,Male,India,*,OtherL,African-American,*,80,85
*,*,Male,India,*,OtherL,African-American,*,97,69
*,*,Male,India,*,OtherL,African-American,*,29,57
*,*,Male,India,*,OtherL,African-American,*,34,44
*,*,Female,OtherC,*,OtherL,African-American,*,65,46
*,*,Female,OtherC,*,OtherL,African-American,*,75,100
*,*,Female,OtherC,*,OtherL,African-American,*,52,93
*,*,Female,OtherC,*,OtherL,African-American,*,30,25
*,*,Female,OtherC,*,OtherL,African-American,*,100,86
*,*,Female,OtherC,*,OtherL,African-American,*,82,59
*,*,Female,OtherC,*,OtherL,African-American,*,67,28
*,*,Female,OtherC,*,OtherL,African-American,*,73,28
*,*,Female,OtherC,*,OtherL,African-American,*,31,43
*,*,Female,OtherC,*,OtherL,African-American,*,75,48
*,*,Male,OtherC,*,OtherL,African-American,*,87,98
*,*,Male,OtherC,*,OtherL,African-American,*,61,58
*,*,Male,OtherC,*,OtherL,African-American,*,83,99
*,*,Male,OtherC,*,OtherL,African-American,*,92,68
*,*,Male,OtherC,*,OtherL,African-American,*,99,67
*,*,Female,America,*,English,Indian,*,61,100
*,*,Female,America,*,English,Indian,*,68,43
*,*,Female,America,*,English,Indian,*,89,35
*,*,Female,America,*,English,Indian,*,65,68
*,*,Female,America,*,English,Indian,*,84,73
*,*,Female,America,*,English,Indian,*,37,52
*,*,Female,America,*,English,Indian,*,55,27
*,*,Female,America,*,English,Indian,*,86,39
*,*,Female,America,*,English,Indian,*,44,56
*,*,Female,America,*,English,Indian,*,26,39
*,*,Male,America,*,English,Indian,*,62,95
*,*,Male,America,*,English,Indian,*,88,85
*,*,Male,America,*,English,Indian,*,83,31
*,*,Male,America,*,English,Indian,*,57,96
*,*,Male,America,*,English,Indian,*,61,53
*,*,Male,America,*,English,Indian,*,89,85
*,*,Male,America,*,English,Indian,*,80,36
*,*,Male,America,*,English,Indian,*,50,50
*,*,Female,India,*,English,Indian,*,48,94
*,*,Female,India,*,English,Indian,*,98,52
*,*,Female,India,*,English,Indian,*,49,99
*,*,Female,India,*,English,Indian,*,62,37
*,*,Female,India,*,English,Indian,*,68,48
*,*,Female,India,*,English,Indian,*,100,52
*,*,Male,India,*,English,Indian,*,64,41
*,*,Male,India,*,English,Indian,*,53,72
*,*,Male,India,*,English,Indian,*,33,88
*,*,Male,India,*,English,Indian,*,60,36
*,*,Male,India,*,English,Indian,*,81,98
*,*,Female,OtherC,*,English,Indian,*,80,58
*,*,Female,OtherC,*,English,Indian,*,52,55
*,*,Female,OtherC,*,English,Indian,*,78,71
*,*,Female,OtherC,*,English,Indian,*,33,25
*,*,Male,OtherC,*,English,Indian,*,45,77
*,*,Male,OtherC,*,English,Indian,*,89,52
*,*,Male,OtherC,*,English,Indian,*,66,89
*,*,Male,OtherC,*,English,Indian,*,56,98
*,*,Male,OtherC,*,English,Indian,*,54,47
*,*,Male,OtherC,*,English,Indian,*,81,48
*,*,Male,OtherC,*,English,Indian,*,42,54
*,*,Male,OtherC,*,English,Indian,*,47,92
*,*,Male,OtherC,*,English,Indian,*,57,34
*,*,Male,OtherC,*,English,Indian,*,85,48
*,*,Female,America,*,Hindi,Indian,*,59,29
*,*,Female,America,*,Hindi,Indian,*,76,75
*,*,Female,America,*,Hindi,Indian,*,25,43
*,*,Female,America,*,Hindi,Indian,*,61,52
*,*,Female,America,*,Hindi,Indian,*,77,82
*,*,Female,America,*,Hindi,Indian,*,65,97
*,*,Female,America,*,Hindi,Indian,*,81,55
*,*,Female,America,*,Hindi,Indian,*,55,96
*,*,Female,America,*,Hindi,Indian,*,31,82
*,*,Female,America,*,Hindi,Indian,*,76,75
*,*,Female,America,*,Hindi,Indian,*,41,83
*,*,Male,America,*,Hindi,Indian,*,71,30
*,*,Male,America,*,Hindi,Indian,*,89,49
*,*,Male,America,*,Hindi,Indian,*,98,65
*,*,Male,America,*,Hindi,Indian,*,59,72
*,*,Male,America,*,Hindi,Indian,*,57,55
*,*,Male,America,*,Hindi,Indian,*,61,32
*,*,Female,India,*,Hindi,Indian,*,53,78
*,*,Female,India,*,Hindi,Indian,*,74,48
*,*,Female,India,*,Hindi,Indian,*,97,54
*,*,Female,India,*,Hindi,Indian,*,35,98
*,*,Female,India,*,Hindi,Indian,*,59,64
*,*,Male,India,*,Hindi,Indian,*,46,51
*,*,Male,India,*,Hindi,Indian,*,55,56
*,*,Male,India,*,Hindi,Indian,*,80,99
*,*,Male,India,*,Hindi,Indian,*,74,32
*,*,Male,India,*,Hindi,Indian,*,30,41
*,*,Male,India,*,Hindi,Indian,*,88,37
*,*,Male,India,*,Hindi,Indian,*,85,82
*,*,Male,India,*,Hindi,Indian,*,25,32
*,*,Female,OtherC,*,Hindi,Indian,*,97,56
*,*,Female,OtherC,*,Hindi,Indian,*,27,36
*,*,Female,OtherC,*,Hindi,Indian,*,36,93
*,*,Female,OtherC,*,Hindi,Indian,*,82,89
*,*,Female,OtherC,*,Hindi,Indian,*,89,99
*,*,Female,OtherC,*,Hindi,Indian,*,100,71
*,*,Male,OtherC,*,Hindi,Indian,*,41,91
*,*,Male,OtherC,*,Hindi,Indian,*,53,95
*,*,Male,OtherC,*,Hindi,Indian,*,27,92
*,*,Male,OtherC,*,Hindi,Indian,*,48,67
*,*,Male,OtherC,*,Hindi,Indian,*,77,49
*,*,Female,America,*,OtherL,Indian,*,69,60
*,*,Female,America,*,OtherL,Indian,*,40,68
*,*,Female,America,*,OtherL,Indian,*,44,94
*,*,Female,America,*,OtherL,Indian,*,73,52
*,*,Female,America,*,OtherL,Indian,*,43,43
*,*,Female,America,*,OtherL,Indian,*,54,66
*,*,Female,America,*,OtherL,Indian,*,69,81
*,*,Female,America,*,OtherL,Indian,*,84,84
*,*,Female,America,*,OtherL,Indian,*,30,91
*,*,Male,America,*,OtherL,Indian,*,38,56
*,*,Male,America,*,OtherL,Indian,*,61,93
*,*,Male,America,*,OtherL,Indian,*,36,31
*,*,Male,America,*,OtherL,Indian,*,93,93
*,*,Male,America,*,OtherL,Indian,*,40,81
*,*,Male,America,*,OtherL,Indian,*,39,56
*,*,Male,America,*,OtherL,Indian,*,34,38
*,*,Male,America,*,OtherL,Indian,*,69,89
*,*,Male,America,*,OtherL,Indian,*,73,49
*,*,Female,India,*,OtherL,Indian,*,35,69
*,*,Female,India,*,OtherL,Indian,*,61,94
*,*,Female,India,*,OtherL,Indian,*,52,78
*,*,Female,India,*,OtherL,Indian,*,64,45
*,*,Female,India,*,OtherL,Indian,*,91,44
*,*,Female,India,*,OtherL,Indian,*,48,94
*,*,Male,India,*,OtherL,Indian,*,57,38
*,*,Male,India,*,OtherL,Indian,*,78,27
*,*,Male,India,*,OtherL,Indian,*,25,95
*,*,Male,India,*,OtherL,Indian,*,97,58
*,*,Male,India,*,OtherL,Indian,*,69,37
*,*,Male,India,*,OtherL,Indian,*,98,81
*,*,Male,India,*,OtherL,Indian,*,67,46
*,*,Female,OtherC,*,OtherL,Indian,*,94,88
*,*,Female,OtherC,*,OtherL,Indian,*,42,95
*,*,Female,OtherC,*,OtherL,Indian,*,89,31
*,*,Female,OtherC,*,OtherL,Indian,*,64,61
*,*,Female,OtherC,*,OtherL,Indian,*,36,39
*,*,Female,OtherC,*,OtherL,Indian,*,76,25
*,*,Male,OtherC,*,OtherL,Indian,*,67,64
*,*,Male,OtherC,*,OtherL,Indian,*,63,36
*,*,Male,OtherC,*,OtherL,Indian,*,58,93
*,*,Male,OtherC,*,OtherL,Indian,*,64,98
*,*,Male,OtherC,*,OtherL,Indian,*,25,61
*,*,Male,OtherC,*,OtherL,Indian,*,51,40
*,*,Male,OtherC,*,OtherL,Indian,*,52,61
*,*,Male,OtherC,*,OtherL,Indian,*,76,91
*,*,Female,America,*,English,OtherE,*,68,34
*,*,Female,America,*,English,OtherE,*,36,64
*,*,Female,America,*,English,OtherE,*,46,90
*,*,Female,America,*,English,OtherE,*,27,36
*,*,Female,America,*,English,OtherE,*,85,57
*,*,Female,America,*,English,OtherE,*,70,57
*,*,Female,America,*,English,OtherE,*,84,41
*,*,Female,America,*,English,OtherE,*,93,80
*,*,Female,America,*,English,OtherE,*,37,44
*,*,Female,America,*,English,OtherE,*,87,90
*,*,Male,America,*,English,OtherE,*,94,91
*,*,Male,America,*,English,OtherE,*,48,58
*,*,Male,America,*,English,OtherE,*,68,64
*,*,Male,America,*,English,OtherE,*,96,58
*,*,Male,America,*,English,OtherE,*,79,71
*,*,Male,America,*,English,OtherE,*,55,86
*,*,Female,India,*,English,OtherE,*,96,38
*,*,Female,India,*,English,OtherE,*,51,41
*,*,Female,India,*,English,OtherE,*,29,51
*,*,Female,India,*,English,OtherE,*,33,58
*,*,Male,India,*,English,OtherE,*,45,65
*,*,Male,India,*,English,OtherE,*,70,80
*,*,Male,India,*,English,OtherE,*,90,69
*,*,Male,India,*,English,OtherE,*,72,26
*,*,Male,India,*,English,OtherE,*,74,90
*,*,Male,India,*,English,OtherE,*,50,41
*,*,Female,OtherC,*,English,OtherE,*,70,68
*,*,Female,OtherC,*,English,OtherE,*,92,86
*,*,Female,OtherC,*,English,OtherE,*,52,59
*,*,Female,OtherC,*,English,OtherE,*,29,77
*,*,Female,OtherC,*,English,OtherE,*,51,68
*,*,Female,OtherC,*,English,OtherE,*,42,91
*,*,Female,OtherC,*,English,OtherE,*,57,75
*,*,Female,OtherC,*,English,OtherE,*,86,36
*,*,Male,OtherC,*,English,OtherE,*,25,61
*,*,Male,OtherC,*,English,OtherE,*,77,27
*,*,Male,OtherC,*,English,OtherE,*,74,54
*,*,Male,OtherC,*,English,OtherE,*,36,58
*,*,Male,OtherC,*,English,OtherE,*,53,92
*,*,Female,America,*,Hindi,OtherE,*,92,38
*,*,Female,America,*,Hindi,OtherE,*,30,86
*,*,Female,America,*,Hindi,OtherE,*,47,62
*,*,Female,America,*,Hindi,OtherE,*,86,56
*,*,Female,America,*,Hindi,OtherE,*,72,98
*,*,Female,America,*,Hindi,OtherE,*,65,95
*,*,Male,America,*,Hindi,OtherE,*,39,43
*,*,Male,America,*,Hindi,OtherE,*,25,97
*,*,Male,America,*,Hindi,OtherE,*,25,39
*,*,Male,America,*,Hindi,OtherE,*,59,87
*,*,Male,America,*,Hindi,OtherE,*,70,36
*,*,Male,America,*,Hindi,OtherE,*,37,82
*,*,Male,America,*,Hindi,OtherE,*,33,58
*,*,Male,America,*,Hindi,OtherE,*,25,73
*,*,Male,America,*,Hindi,OtherE,*,34,86
*,*,Male,America,*,Hindi,OtherE,*,66,99
*,*,Male,America,*,Hindi,OtherE,*,42,65
*,*,Female,India,*,Hindi,OtherE,*,59,85
*,*,Female,India,*,Hindi,OtherE,*,36,53
*,*,Female,India,*,Hindi,OtherE,*,38,94
*,*,Female,India,*,Hindi,OtherE,*,33,31
*,*,Male,India,*,Hindi,OtherE,*,76,98
*,*,Male,India,*,Hindi,OtherE,*,61,85
*,*,Male,India,*,Hindi,OtherE,*,61,52
*,*,Male,India,*,Hindi,OtherE,*,68,82
*,*,Male,India,*,Hindi,OtherE,*,51,29
*,*,Male,India,*,Hindi,OtherE,*,40,98
*,*,Female,OtherC,*,Hindi,OtherE,*,48,100
*,*,Female,OtherC,*,Hindi,OtherE,*,50,56
*,*,Male,OtherC,*,Hindi,OtherE,*,77,26
*,*,Male,OtherC,*,Hindi,OtherE,*,33,66
*,*,Male,OtherC,*,Hindi,OtherE,*,35,67
*,*,Male,OtherC,*,Hindi,OtherE,*,37,92
*,*,Male,OtherC,*,Hindi,OtherE,*,70,69
*,*,Male,OtherC,*,Hindi,OtherE,*,95,82
*,*,Male,OtherC,*,Hindi,OtherE,*,27,66
*,*,Female,America,*,OtherL,OtherE,*,64,88
*,*,Female,America,*,OtherL,OtherE,*,92,76
*,*,Female,America,*,OtherL,OtherE,*,83,42
*,*,Female,America,*,OtherL,OtherE,*,26,87
*,*,Female,America,*,OtherL,OtherE,*,63,100
*,*,Female,America,*,OtherL,OtherE,*,79,61
*,*,Female,America,*,OtherL,OtherE,*,95,25
*,*,Female,America,*,OtherL,OtherE,*,80,57
*,*,Female,America,*,OtherL,OtherE,*,35,58
*,*,Female,America,*,OtherL,OtherE,*,61,66
*,*,Female,America,*,OtherL,OtherE,*,76,52
*,*,Female,America,*,OtherL,OtherE,*,40,63
*,*,Male,America,*,OtherL,OtherE,*,53,60
*,*,Male,America,*,OtherL,OtherE,*,48,45
*,*,Male,America,*,OtherL,OtherE,*,26,58
*,*,Male,America,*,OtherL,OtherE,*,31,55
*,*,Female,India,*,OtherL,OtherE,*,30,91
*,*,Female,India,*,OtherL,OtherE,*,88,94
*,*,Female,India,*,OtherL,OtherE,*,69,78
*,*,Female,India,*,OtherL,OtherE,*,56,29
*,*,Male,India,*,OtherL,OtherE,*,98,65
*,*,Male,India,*,OtherL,OtherE,*,98,81
*,*,Male,India,*,OtherL,OtherE,*,53,98
*,*,Male,India,*,OtherL,OtherE,*,100,76
*,*,Male,India,*,OtherL,OtherE,*,89,69
*,*,Male,India,*,OtherL,OtherE,*,71,26
*,*,Male,India,*,OtherL,OtherE,*,63,52
*,*,Male,India,*,OtherL,OtherE,*,94,56
*,*,Male,India,*,OtherL,OtherE,*,96,60
*,*,Male,India,*,OtherL,OtherE,*,51,74
*,*,Male,India,*,OtherL,OtherE,*,71,97
*,*,Female,OtherC,*,OtherL,OtherE,*,84,37
*,*,Female,OtherC,*,OtherL,OtherE,*,57,66
*,*,Female,OtherC,*,OtherL,OtherE,*,69,65
*,*,Female,OtherC,*,OtherL,OtherE,*,50,31
*,*,Male,OtherC,*,OtherL,OtherE,*,58,42
*,*,Male,OtherC,*,OtherL,OtherE,*,76,73
*,*,Male,OtherC,*,OtherL,OtherE,*,25,59
*,*,Male,OtherC,*,OtherL,OtherE,*,89,73
*,*,Male,OtherC,*,OtherL,OtherE,*,45,70
*,*,Female,America,*,English,White,*,96,99
*,*,Female,America,*,English,White,*,92,35
*,*,Female,America,*,English,White,*,73,62
*,*,Female,America,*,English,White,*,62,40
*,*,Female,America,*,English,White,*,62,83
*,*,Female,America,*,English,White,*,71,31
*,*,Female,America,*,English,White,*,97,93
*,*,Male,America,*,English,White,*,97,78
*,*,Male,America,*,English,White,*,61,69
*,*,Male,America,*,English,White,*,30,66
*,*,Male,America,*,English,White,*,45,87
*,*,Male,America,*,English,White,*,66,63
*,*,Male,America,*,English,White,*,44,50
*,*,Male,America,*,English,White,*,88,82
*,*,Male,America,*,English,White,*,47,52
*,*,Male,America,*,English,White,*,25,60
*,*,Male,America,*,English,White,*,61,100
*,*,Female,India,*,English,White,*,33,26
*,*,Female,India,*,English,White,*,66,94
*,*,Female,India,*,English,White,*,25,47
*,*,Female,India,*,English,White,*,55,76
*,*,Female,India,*,English,White,*,51,26
*,*,Male,India,*,English,White,*,77,31
*,*,Male,India,*,English,White,*,66,72
*,*,Male,India,*,English,White,*,40,31
*,*,Male,India,*,English,White,*,48,57
*,*,Male,India,*,English,White,*,46,74
*,*,Male,India,*,English,White,*,75,91
*,*,Male,India,*,English,White,*,59,62
*,*,Male,India,*,English,White,*,26,44
*,*,Female,OtherC,*,English,White,*,99,93
*,*,Female,OtherC,*,English,White,*,54,35
*,*,Female,OtherC,*,English,White,*,25,96
*,*,Female,OtherC,*,English,White,*,70,26
*,*,Female,OtherC,*,English,White,*,33,47
*,*,Female,OtherC,*,English,White,*,36,88
*,*,Female,OtherC,*,English,White,*,37,81
*,*,Female,OtherC,*,English,White,*,30,82
*,*,Female,OtherC,*,English,White,*,56,56
*,*,Female,OtherC,*,English,White,*,76,56
*,*,Male,OtherC,*,English,White,*,59,58
*,*,Male,OtherC,*,English,White,*,75,92
*,*,Male,OtherC,*,English,White,*,34,44
*,*,Male,OtherC,*,English,White,*,41,58
*,*,Male,OtherC,*,English,White,*,43,86
*,*,Male,OtherC,*,English,White,*,33,31
*,*,Male,OtherC,*,English,White,*,66,36
*,*,Male,OtherC,*,English,White,*,60,56
*,*,Male,OtherC,*,English,White,*,65,68
*,*,Male,OtherC,*,English,White,*,80,88
*,*,Female,America,*,Hindi,White,*,65,60
*,*,Female,America,*,Hindi,White,*,69,61
*,*,Female,America,*,Hindi,White,*,25,27
*,*,Female,America,*,Hindi,White,*,72,100
*,*,Female,America,*,Hindi,White,*,38,42
*,*,Female,America,*,Hindi,White,*,58,61
*,*,Male,America,*,Hindi,White,*,36,97
*,*,Male,America,*,Hindi,White,*,33,84
*,*,Male,America,*,Hindi,White,*,95,65
*,*,Male,America,*,Hindi,White,*,84,64
*,*,Male,America,*,Hindi,White,*,64,32
*,*,Male,America,*,Hindi,White,*,45,83
*,*,Male,America,*,Hindi,White,*,99,89
*,*,Male,America,*,Hindi,White,*,90,76
*,*,Male,America,*,Hindi,White,*,84,57
*,*,Female,India,*,Hindi,White,*,49,58
*,*,Female,India,*,Hindi,White,*,61,25
*,*,Female,India,*,Hindi,White,*,65,56
*,*,Male,India,*,Hindi,White,*,25,96
*,*,Male,India,*,Hindi,White,*,90,49
*,*,Male,India,*,Hindi,White,*,27,87
*,*,Male,India,*,Hindi,White,*,61,98
*,*,Male,India,*,Hindi,White,*,67,76
*,*,Female,OtherC,*,Hindi,White,*,76,32
*,*,Female,OtherC,*,Hindi,White,*,50,88
*,*,Female,OtherC,*,Hindi,White,*,41,53
*,*,Female,OtherC,*,Hindi,White,*,83,76
*,*,Male,OtherC,*,Hindi,White,*,59,100
*,*,Male,OtherC,*,Hindi,White,*,82,43
*,*,Male,OtherC,*,Hindi,White,*,37,46
*,*,Male,OtherC,*,Hindi,White,*,53,84
*,*,Male,OtherC,*,Hindi,White,*,92,43
*,*,Male,OtherC,*,Hindi,White,*,38,75
*,*,Female,America,*,OtherL,White,*,74,90
*,*,Female,America,*,OtherL,White,*,89,89
*,*,Female,America,*,OtherL,White,*,39,100
*,*,Female,America,*,OtherL,White,*,82,91
*,*,Female,America,*,OtherL,White,*,62,77
*,*,Female,America,*,OtherL,White,*,60,39
*,*,Male,America,*,OtherL,White,*,70,78
*,*,Male,America,*,OtherL,White,*,60,93
*,*,Male,America,*,OtherL,White,*,93,63
*,*,Male,America,*,OtherL,White,*,73,82
*,*,Male,America,*,OtherL,White,*,58,31
*,*,Male,America,*,OtherL,White,*,47,27
*,*,Male,America,*,OtherL,White,*,65,51
*,*,Male,America,*,OtherL,White,*,68,40
*,*,Male,America,*,OtherL,White,*,51,95
*,*,Female,India,*,OtherL,White,*,26,30
*,*,Female,India,*,OtherL,White,*,28,98
*,*,Female,India,*,OtherL,White,*,46,50
*,*,Female,India,*,OtherL,White,*,93,53
*,*,Female,India,*,OtherL,White,*,68,34
*,*,Female,India,*,OtherL,White,*,35,71
*,*,Male,India,*,OtherL,White,*,70,63
*,*,Male,India,*,OtherL,White,*,80,61
*,*,Male,India,*,OtherL,White,*,57,78
*,*,Male,India,*,OtherL,White,*,52,64
*,*,Male,India,*,OtherL,White,*,64,73
*,*,Male,India,*,OtherL,White,*,75,53
*,*,Male,India,*,OtherL,White,*,55,88
*,*,Male,India,*,OtherL,White,*,54,82
*,*,Male,India,*,OtherL,White,*,53,32
*,*,Male,India,*,OtherL,White,*,81,72
*,*,Female,OtherC,*,OtherL,White,*,75,42
*,*,Female,OtherC,*,OtherL,White,*,53,27
*,*,Female,OtherC,*,OtherL,White,*,62,62
*,*,Female,OtherC,*,OtherL,White,*,57,77
*,*,Male,OtherC,*,OtherL,White,*,84,48
*,*,Male,OtherC,*,OtherL,White,*,84,54
*,*,Male,OtherC,*,OtherL,White,*,27,97
*,*,Male,OtherC,*,OtherL,White,*,32,35
*,*,Male,OtherC,*,OtherL,White,*,83,81
*,*,Male,OtherC,*,OtherL,White,*,35,98
