_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,77,42
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,64,72
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,47,95
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,84,59
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,32,25
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,92,54
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,94,49
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,48,71
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,85,82
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,51,51
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,67,90
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,32,87
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,98,75
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,40,65
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,84,53
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,43,28
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,78,35
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,76,52
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,61,76
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,82,73
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,69,31
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,46,39
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,49,57
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,86,78
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,58,65
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,98,59
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,80,82
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,26,68
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,26,47
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,44,61
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,41,50
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,64,65
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,56,51
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,35,99
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,46,97
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,88,97
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,66,53
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,27,65
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,34,44
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,80,85
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,96,64
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,97,69
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,98,35
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,29,57
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,88,93
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,45,59
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,80,62
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,29,30
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,37,73
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,44,26
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,52,49
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,70,28
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,71,90
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,40,77
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,86,62
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,47,38
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,49,32
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,50,39
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,85,87
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,35,25
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,87,98
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,61,58
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,92,68
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,83,99
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,99,67
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,37,52
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,61,100
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,68,43
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,84,73
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,55,27
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,65,68
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,44,56
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,86,39
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,89,35
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,26,39
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,59,29
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,81,55
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,31,82
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,76,75
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,55,96
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,76,75
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,25,43
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,65,97
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,41,83
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,61,52
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,77,82
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,69,60
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,69,81
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,44,94
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,40,68
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,43,43
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,84,84
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,30,91
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,73,52
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,54,66
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,48,94
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,68,48
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,62,37
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,98,52
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,100,52
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,49,99
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,74,48
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,97,54
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,35,98
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,59,64
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,53,78
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,64,45
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,35,69
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,91,44
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,48,94
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,52,78
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,61,94
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,52,55
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,80,58
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,33,25
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,78,71
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,97,56
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,36,93
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,27,36
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,82,89
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,100,71
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,89,99
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,89,31
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,76,25
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,94,88
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,42,95
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,64,61
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,36,39
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,80,36
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,88,85
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,83,31
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,50,50
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,57,96
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,62,95
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,61,53
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,89,85
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,71,30
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,57,55
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,89,49
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,61,32
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,98,65
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,59,72
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,73,49
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,40,81
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,38,56
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,61,93
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,93,93
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,39,56
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,36,31
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,34,38
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,69,89
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,64,41
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,33,88
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,81,98
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,60,36
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,53,72
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,46,51
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,74,32
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,85,82
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,30,41
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,25,32
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,80,99
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,55,56
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,88,37
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,97,58
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,98,81
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,57,38
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,78,27
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,69,37
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,25,95
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,67,46
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,47,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,66,89
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,42,54
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,54,47
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,45,77
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,57,34
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,85,48
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,56,98
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,89,52
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,81,48
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,41,91
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,77,49
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,53,95
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,27,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,48,67
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,67,64
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,76,91
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,52,61
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,25,61
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,63,36
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,51,40
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,58,93
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,64,98
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,36,64
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,85,57
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,37,44
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,68,34
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,70,57
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,93,80
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,46,90
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,27,36
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,87,90
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,84,41
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,65,95
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,30,86
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,92,38
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,86,56
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,47,62
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,72,98
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,80,57
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,76,52
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,61,66
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,64,88
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,92,76
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,83,42
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,35,58
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,79,61
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,95,25
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,26,87
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,40,63
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,63,100
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,51,41
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,96,38
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,29,51
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,33,58
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,59,85
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,36,53
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,38,94
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,33,31
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,69,78
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,56,29
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,88,94
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,30,91
